Mod:Item:MetaData, Localized Name
minechem:minechemBucket.molecule.molecule.alinine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.glycine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.serine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.mescaline, Chemical Bucket
minechem:minechemBucket.molecule.molecule.methyl, Chemical Bucket
minechem:minechemBucket.molecule.molecule.methylene, Chemical Bucket
minechem:minechemBucket.molecule.molecule.memethacrylate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.pmma, Chemical Bucket
minechem:minechemBucket.molecule.molecule.redpigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.orangepigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.yellowpigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.limepigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.lightbluepigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.purplepigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.greenpigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.blackpigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.whitepigment, Chemical Bucket
minechem:minechemBucket.molecule.molecule.metasilicate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.beryl, Chemical Bucket
minechem:minechemBucket.molecule.molecule.ethanol, Chemical Bucket
minechem:minechemBucket.molecule.molecule.amphetamine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.theobromine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.starch, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sucrose, Chemical Bucket
minechem:minechemBucket.molecule.molecule.pantherine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.aluminiumoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.fullrene, Chemical Bucket
minechem:minechemBucket.molecule.molecule.valine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.penicillin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.testosterone, Chemical Bucket
minechem:minechemBucket.molecule.molecule.kaolinite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.fingolimod, Chemical Bucket
minechem:minechemBucket.molecule.molecule.arginine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.shikimicacid, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sulfuricacid, Chemical Bucket
minechem:minechemBucket.molecule.molecule.glyphosate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.asprin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.ddt, Chemical Bucket
minechem:minechemBucket.molecule.molecule.dota, Chemical Bucket
minechem:minechemBucket.molecule.molecule.mycotoxin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.salt, Chemical Bucket
minechem:minechemBucket.molecule.molecule.ammonia, Chemical Bucket
minechem:minechemBucket.molecule.molecule.nodularin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.tetrodotoxin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.thc, Chemical Bucket
minechem:minechemBucket.molecule.molecule.mt, Chemical Bucket
minechem:minechemBucket.molecule.molecule.buli, Chemical Bucket
minechem:minechemBucket.molecule.molecule.plat, Chemical Bucket
minechem:minechemBucket.molecule.molecule.phosgene, Chemical Bucket
minechem:minechemBucket.molecule.molecule.aalc, Chemical Bucket
minechem:minechemBucket.molecule.molecule.hist, Chemical Bucket
minechem:minechemBucket.molecule.molecule.pal2, Chemical Bucket
minechem:minechemBucket.molecule.molecule.retinol, Chemical Bucket
minechem:minechemBucket.molecule.molecule.xylitol, Chemical Bucket
minechem:minechemBucket.molecule.molecule.weedex, Chemical Bucket
minechem:minechemBucket.molecule.molecule.xanax, Chemical Bucket
minechem:minechemBucket.molecule.molecule.hcl, Chemical Bucket
minechem:minechemBucket.molecule.molecule.cocaine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.cocainehcl, Chemical Bucket
minechem:minechemBucket.molecule.molecule.blueorgodye, Chemical Bucket
minechem:minechemBucket.molecule.molecule.redorgodye, Chemical Bucket
minechem:minechemBucket.molecule.molecule.purpleorgodye, Chemical Bucket
minechem:minechemBucket.molecule.molecule.olivine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.metblue, Chemical Bucket
minechem:minechemBucket.molecule.molecule.meoh, Chemical Bucket
minechem:minechemBucket.molecule.molecule.lcd, Chemical Bucket
minechem:minechemBucket.molecule.molecule.radchlor, Chemical Bucket
minechem:minechemBucket.molecule.molecule.caulerpenyne, Chemical Bucket
minechem:minechemBucket.molecule.molecule.latropine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.gallicacid, Chemical Bucket
minechem:minechemBucket.molecule.molecule.glucose, Chemical Bucket
minechem:minechemBucket.molecule.molecule.tannicacid, Chemical Bucket
minechem:minechemBucket.molecule.molecule.hperox, Chemical Bucket
minechem:minechemBucket.molecule.molecule.galliumarsenide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.fibroin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.aluminiumphosphate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.potassiumoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sodiumoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.plagioclaseanorthite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.plagioclasealbite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.orthoclase, Chemical Bucket
minechem:minechemBucket.molecule.molecule.biotite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.augite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.talc, Chemical Bucket
minechem:minechemBucket.molecule.molecule.propane, Chemical Bucket
minechem:minechemBucket.molecule.molecule.peridot, Chemical Bucket
minechem:minechemBucket.molecule.molecule.topaz, Chemical Bucket
minechem:minechemBucket.molecule.molecule.zoisite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.cysteine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.threonine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.lysine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.methionine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.tyrosine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.histidine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.phenylalanine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.glutamine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.proline, Chemical Bucket
minechem:minechemBucket.molecule.molecule.leucine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.tryptophan, Chemical Bucket
minechem:minechemBucket.molecule.molecule.isoleucine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.glutamates, Chemical Bucket
minechem:minechemBucket.molecule.molecule.asparagine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.keratin, Chemical Bucket
minechem:minechemBucket.molecule.molecule.asbestos, Chemical Bucket
minechem:minechemBucket.molecule.molecule.lithiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sodiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.potassiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.rubidiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.cesiumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.franciumhydroxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.hypophosphite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.aluminiumhypophosphite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.omphacite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.silicate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.pyrope, Chemical Bucket
minechem:minechemBucket.molecule.molecule.almadine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.spessartine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.redgarnet, Chemical Bucket
minechem:minechemBucket.molecule.molecule.forsterite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.chromite, Chemical Bucket
minechem:minechemBucket.molecule.molecule.siliconoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.ironoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.galliumoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.arsenicoxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sulfurdioxide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.hydrogensulfide, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sodiumbisulfate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.sodiumsulfate, Chemical Bucket
minechem:minechemBucket.molecule.molecule.dimethyltryptamine, Chemical Bucket
minechem:minechemBucket.molecule.molecule.oleicacid, Chemical Bucket
GalacticraftCore:item.bucketOil, Oil Bucket
GalacticraftCore:item.bucketFuel, Fuel Bucket
GalacticraftCore:item.spaceship:0, Tier 1 Rocket
GalacticraftCore:item.spaceship:1, Tier 1 Rocket
GalacticraftCore:item.spaceship:2, Tier 1 Rocket
GalacticraftCore:item.spaceship:3, Tier 1 Rocket
GalacticraftCore:item.spaceship:4, Tier 1 Rocket
GalacticraftCore:item.oxygenMask, Oxygen Mask
GalacticraftCore:item.oxygenGear, Oxygen Gear
GalacticraftCore:item.oxygenTankLightFull, Light Oxygen Tank
GalacticraftCore:item.oxygenTankMedFull, Medium Oxygen Tank
GalacticraftCore:item.oxygenTankHeavyFull, Heavy Oxygen Tank
GalacticraftCore:item.sensorLens, Sensor Lens
GalacticraftCore:item.sensorGlasses, Sensor Glasses
GalacticraftCore:item.steel_pickaxe, Heavy Duty Pickaxe
GalacticraftCore:item.steel_axe, Heavy Duty Axe
GalacticraftCore:item.steel_hoe, Heavy Duty Hoe
GalacticraftCore:item.steel_shovel, Heavy Duty Shovel
GalacticraftCore:item.steel_sword, Heavy Duty Sword
GalacticraftCore:item.steel_helmet, Heavy Duty Helmet
GalacticraftCore:item.steel_chestplate, Heavy Duty Chestplate
GalacticraftCore:item.steel_leggings, Heavy Duty Leggings
GalacticraftCore:item.steel_boots, Heavy Duty Boots
GalacticraftCore:item.canister:0, Tin Canister
GalacticraftCore:item.canister:1, Copper Canister
GalacticraftCore:item.airVent, Oxygen Vent
GalacticraftCore:item.airFan, Oxygen Fan
GalacticraftCore:item.oxygenConcentrator, Oxygen Concentrator
GalacticraftCore:item.engine:0, Tier 1 Rocket Engine
GalacticraftCore:item.engine:1, Tier 1 Booster
GalacticraftCore:item.heavyPlating, Heavy-Duty Plate
GalacticraftCore:item.noseCone, Nose Cone
GalacticraftCore:item.rocketFins, Rocket Fins
GalacticraftCore:item.steelPole, Steel Pole
GalacticraftCore:item.canvas, Canvas
GalacticraftCore:item.oilCanisterPartial, Partially Filled Oil Canister
GalacticraftCore:item.fuelCanisterPartial, Partially Filled Fuel Canister
GalacticraftCore:item.oilExtractor, Portable Oil Extractor
GalacticraftCore:item.schematic:0, NASA Workbench Schematic
GalacticraftCore:item.schematic:1, NASA Workbench Schematic
GalacticraftCore:item.key:0, Tier 1 Dungeon Key
GalacticraftCore:item.buggymat:0, Buggy Wheel
GalacticraftCore:item.buggymat:1, Buggy Seat
GalacticraftCore:item.buggymat:2, Buggy Storage Box
GalacticraftCore:item.buggy, Buggy
GalacticraftCore:item.basicItem:0, Single Solar Module
GalacticraftCore:item.basicItem:1, Full Solar Panel
GalacticraftCore:item.basicItem:2, Raw Silicon
GalacticraftCore:item.basicItem:3, Copper Ingot
GalacticraftCore:item.basicItem:4, Tin Ingot
GalacticraftCore:item.basicItem:5, Aluminum Ingot
GalacticraftCore:item.basicItem:6, Compressed Copper
GalacticraftCore:item.basicItem:7, Compressed Tin
GalacticraftCore:item.basicItem:8, Compressed Aluminum
GalacticraftCore:item.basicItem:9, Compressed Steel
GalacticraftCore:item.basicItem:10, Compressed Bronze
GalacticraftCore:item.basicItem:11, Compressed Iron
GalacticraftCore:item.basicItem:12, Blue Solar Wafer
GalacticraftCore:item.basicItem:13, Basic Wafer
GalacticraftCore:item.basicItem:14, Advanced Wafer
GalacticraftCore:item.basicItem:15, Can of Food
GalacticraftCore:item.basicItem:16, Can of Food
GalacticraftCore:item.basicItem:17, Can of Food
GalacticraftCore:item.basicItem:18, Can of Food
GalacticraftCore:item.basicItem:19, Frequency Module
GalacticraftCore:item.basicItem:20, Ambient Thermal Controller
GalacticraftCore:item.battery, Battery
GalacticraftCore:item.infiniteBattery, Infinite Battery
GalacticraftCore:item.infiniteOxygen, Infinite Oxygen Supply
GalacticraftCore:item.null:0, Throwable Meteor Chunk
GalacticraftCore:item.null:1, Throwable Meteor Chunk
GalacticraftCore:item.standardWrench, Standard Wrench
GalacticraftCore:item.cheeseCurd, Cheese Curd
GalacticraftCore:item.meteoricIronRaw, Raw Meteoric Iron
GalacticraftCore:item.meteoricIronIngot:0, Meteoric Iron Ingot
GalacticraftCore:item.meteoricIronIngot:1, Compressed Meteoric Iron
GalacticraftCore:item.flag, Flag
GalacticraftCore:item.parachute:0, Parachute
GalacticraftCore:item.parachute:1, Black Parachute
GalacticraftCore:item.parachute:2, Light Blue Parachute
GalacticraftCore:item.parachute:3, Lime Parachute
GalacticraftCore:item.parachute:4, Brown Parachute
GalacticraftCore:item.parachute:5, Blue Parachute
GalacticraftCore:item.parachute:6, Gray Parachute
GalacticraftCore:item.parachute:7, Green Parachute
GalacticraftCore:item.parachute:8, Light Gray Parachute
GalacticraftCore:item.parachute:9, Magenta Parachute
GalacticraftCore:item.parachute:10, Orange Parachute
GalacticraftCore:item.parachute:11, Pink Parachute
GalacticraftCore:item.parachute:12, Purple Parachute
GalacticraftCore:item.parachute:13, Red Parachute
GalacticraftCore:item.parachute:14, Cyan Parachute
GalacticraftCore:item.parachute:15, Yellow Parachute
GalacticraftMars:item.grapple, Grapple
GalacticraftMars:item.itemTier3Rocket:0, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:1, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:2, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:3, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:4, Tier 3 Rocket
GalacticraftMars:item.itemAstroMiner, Astro Miner
GalacticraftMars:item.thermalPadding:0, Thermal Padding Helm
GalacticraftMars:item.thermalPadding:1, Thermal Padding Chestpiece
GalacticraftMars:item.thermalPadding:2, Thermal Padding Leggings
GalacticraftMars:item.thermalPadding:3, Thermal Padding Boots
GalacticraftMars:item.itemBasicAsteroids:0, Heavy-Duty Plate
GalacticraftMars:item.itemBasicAsteroids:1, Heavy Rocket Engine
GalacticraftMars:item.itemBasicAsteroids:2, Heavy Rocket Fins
GalacticraftMars:item.itemBasicAsteroids:3, Iron Shard
GalacticraftMars:item.itemBasicAsteroids:4, Titanium Shard
GalacticraftMars:item.itemBasicAsteroids:5, Titanium Ingot
GalacticraftMars:item.itemBasicAsteroids:6, Compressed Titanium
GalacticraftMars:item.itemBasicAsteroids:7, Thermal Cloth
GalacticraftMars:item.itemBasicAsteroids:8, Beam Core
GalacticraftMars:item.methaneCanisterPartial, Methane Gas Canister
GalacticraftMars:item.canisterPartialLOX, item.canisterPartialLOX.name
GalacticraftMars:item.canisterPartialLN2, item.canisterPartialLN2.name
GalacticraftMars:item.atmosphericValve, Atmospheric Valve
GalacticraftMars:item.heavyNoseCone:0, Heavy Nose Cone
GalacticraftMars:item.orionDrive, Orion Drive
GalacticraftMars:item.titanium_helmet, Titanium Helmet
GalacticraftMars:item.titanium_chestplate, Titanium Chestplate
GalacticraftMars:item.titanium_leggings, Titanium Leggings
GalacticraftMars:item.titanium_boots, Titanium Boots
GalacticraftMars:item.titanium_axe, Titanium Axe
GalacticraftMars:item.titanium_pickaxe, Titanium Pickaxe
GalacticraftMars:item.titanium_shovel, Titanium Shovel
GalacticraftMars:item.titanium_hoe, Titanium Hoe
GalacticraftMars:item.titanium_sword, Titanium Sword
GalacticraftMars:item.bucketSludge, Bacterial Sludge Bucket
GalacticraftMars:item.carbonFragments, Fragmented Carbon
GalacticraftMars:item.null:0, Unrefined Desh
GalacticraftMars:item.null:1, Desh Stick
GalacticraftMars:item.null:2, Desh Ingot
GalacticraftMars:item.null:3, Heavy-Duty Plate
GalacticraftMars:item.null:4, Slimeling Inventory Bag
GalacticraftMars:item.null:5, Compressed Desh
GalacticraftMars:item.null:6, Fluid Manipulator
GalacticraftMars:item.deshPick, Desh Pickaxe
GalacticraftMars:item.deshPickSlime, Sticky Desh Pickaxe
GalacticraftMars:item.deshAxe, Desh Axe
GalacticraftMars:item.deshHoe, Desh Hoe
GalacticraftMars:item.deshSpade, Desh Shovel
GalacticraftMars:item.deshSword, Desh Sword
GalacticraftMars:item.deshHelmet, Desh Helmet
GalacticraftMars:item.deshChestplate, Desh Chestplate
GalacticraftMars:item.deshLeggings, Desh Leggings
GalacticraftMars:item.deshBoots, Desh Boots
GalacticraftMars:item.spaceshipTier2:0, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:1, Tier 2 Rocket
